Concept-Jap,Concept,Location,Form,FormStandardised,CognateCode,FormCode,CognateDetectionMethod,Notes,Ideophone,CodingNotes,DoubleChecked,Revisit
urusai,NOISY,11-Tochigi,nigiyaka,nigiyaka,e,e,,,,,yes,
urusai,NOISY,12-Gunma,urusee,urusee,a,a,,,,,yes,
urusai,NOISY,12-Gunma,nigiyaka,nigiyaka,e,e,,,,,yes,
urusai,NOISY,13-Saitama,yakamasyii,yakamasyii,k,k,,,,,yes,
urusai,NOISY,14-Chiba,uQsee,uQsee,a,a,,,,,yes,
urusai,NOISY,15-Tokyo,urusai,urusai,a,a,,,,,yes,
urusai,NOISY,15-Tokyo,gaNgaN,gaNgaN,c,c,,,,,yes,
urusai,NOISY,15-Tokyo,ookii,ookii,f,f,,,,,yes,
urusai,NOISY,16-Kanagawa,urusee,urusee,a,a,,,,,yes,
urusai,NOISY,16-Kanagawa,ookii,ookii,f,f,,,,,yes,
urusai,NOISY,17-Niigata,uQsee,uQsee,a,a,,,,,yes,
urusai,NOISY,18-Toyama,yakamasyii,yakamasyii,k,k,,there's a lot of similar words that refer more to the discomfort caused by the sound than to the sound itself,,,yes,
urusai,NOISY,19-Ishikawa,urusai,urusai,a,a,,,,,yes,
urusai,NOISY,20-Fukui,yakamasyii,yakamasyii,k,k,,,,,yes,
urusai,NOISY,21-Yamanashi,urusai/urusyaa,urusai/urusyaa,a,a,,,,,yes,
urusai,NOISY,21-Yamanashi,seemazyiQtai/semazyiQtai,seemazyiQtai/semazyiQtai,h,h,,this is the traditional dialect word. They use a different word again when it's people being noisy,,,yes,
urusai,NOISY,22-Nagano,urusai,urusai,a,a,,,,,yes,
urusai,NOISY,23-Gifu,deQkai,deQkai,b,b,,,,,yes,
urusai,NOISY,24-Shizuoka,uuNrusAA,uuNrusAA,a,a,,,,,yes,
urusai,NOISY,24-Shizuoka,yakamasyii,yakamasyii,k,k,,,,,yes,
urusai,NOISY,25-Aichi,yaQkamasyii,yaQkamasyii,k,k,,,,,yes,
urusai,NOISY,26-Mie,urusai,urusai,a,a,,,,,yes,
urusai,NOISY,26-Mie,yakamasyii,yakamasyii,k,k,,,,,yes,
urusai,NOISY,27-Shiga,urusai,urusai,a,a,,"they also say sewasinai but not for TVs, they say it for loud people or a commotion, like sawagasii",,,yes,
urusai,NOISY,28-Kyoto,urusai,urusai,a,a,,,,,yes,
urusai,NOISY,29-Osaka,urusai,urusai,a,a,,,,,yes,
urusai,NOISY,29-Osaka,yakamasyii,yakamasyii,k,k,,,,,yes,
urusai,NOISY,30-Hyoogo,yakamasyi,yakamasyi,k,k,,,,,yes,
urusai,NOISY,31-Nara,yakamasyii,yakamasyii,k,k,,,,,yes,
urusai,NOISY,32-Wakayama,ataurusai,ataurusai,a,a,,this is the older one,,,yes,
urusai,NOISY,32-Wakayama,yakamasyi,yakamasyi,k,k,,,,,yes,
urusai,NOISY,33-Tottori,yakamasyii,yakamasyii,k,k,,,,,yes,
urusai,NOISY,34-Shimane,yakamasi,yakamasi,k,k,,,,,yes,
urusai,NOISY,35-Okayama,urusee,urusee,a,a,,,,,yes,
urusai,NOISY,36-Hiroshima,subaroosyii,subaroosyii,j,j,,restricted to <U+5099><U+5F8C>,,,yes,
urusai,NOISY,36-Hiroshima,yakamasyii,yakamasyii,k,k,,,,,yes,
urusai,NOISY,37-Yamaguchi,urusai,urusai,a,a,,,,,yes,
urusai,NOISY,38-Tokushima,yakamasyii,yakamasyii,k,k,,,,,yes,
urusai,NOISY,39-Kagawa,yakamasyii,yakamasyii,k,k,,,,,yes,
urusai,NOISY,40-Ehime,urusai,urusai,a,a,,,,,yes,
urusai,NOISY,40-Ehime,yakamasyii,yakamasyii,k,k,,,,,yes,
urusai,NOISY,41-Koochi,yakamasyii,yakamasyii,k,k,,,,,yes,
urusai,NOISY,42-Fukuoka,yakamasyikaa,yakamasyikaa,k,k,,,,,yes,
urusai,NOISY,43-Saga,yakamasyikaa,yakamasyikaa,k,k,,,,,yes,
urusai,NOISY,43-Saga,taQkaa,taQkaa,l,l,,,,,yes,
urusai,NOISY,44-Nagasaki,yagurasyika,yagurasyika,m,m,tokugawa_2001,,,,yes,
urusai,NOISY,45-Kumamoto,sekarasyika,sekarasyika,i,i,,,,,yes,
urusai,NOISY,46-Oita,urusee,urusee,a,a,,when it's people being noisy they say syaasyii,,,yes,
urusai,NOISY,46-Oita,yakamasyii,yakamasyii,k,k,,,,,yes,
urusai,NOISY,47-Miyazaki,sekarasyi,sekarasyi,i,i,,,,,yes,
urusai,NOISY,48-Kagoshima,uruse,uruse,a,a,,,,,yes,
urusai,NOISY,48-Kagoshima,sekarasyika,sekarasyika,i,i,,,,,yes,
urusai,NOISY,48-Kagoshima,yakamasyi,yakamasyi,k,k,,,,,yes,
urusai,NOISY,48-Kagoshima,yazorosyika/yazerosyika,yazerosyika/yazorosyika,m,m,tokugawa_2002,,,,yes,
urusai,NOISY,49-Okinawa,miNtyaseN,miNtyaseN,d,d,,this is more about the pain in your ears from the noise than the noise; yagamaseN is about both,,,yes,
urusai,NOISY,49-Okinawa,yagamaseN,yagamaseN,k,k,,,,,yes,
kudoi,OILY/HEAVY (FOOD),01-Hokkaido-coastal,kudoi,kudoi,c,c,,,,,,
kudoi,OILY/HEAVY (FOOD),01-Hokkaido-coastal,koQteri,koQteri,f,f,,,,,,
kudoi,OILY/HEAVY (FOOD),02-Hokkaido-inland,aburaQpoi,aburaQpoi,b,b,,,,,,
kudoi,OILY/HEAVY (FOOD),03-Aomori-Tsugaru,aburakuse,aburakuse,b,b,,,,,,
kudoi,OILY/HEAVY (FOOD),04-Aomori-Nambu,yaQkudoi,yaQkudoi,c,c,,,,,,
kudoi,OILY/HEAVY (FOOD),05-Iwate,udoi/idoi,udoi/idoi,c,c,,,,,,
kudoi,OILY/HEAVY (FOOD),05-Iwate,abura-ga tsuee,abura-ga tsuee,NA,NA,,the tsuyoi part was transcribed ã¤ãƒãˆãƒ¼ but I'm not sure what ã¤ã‡ is meant to represent,,,,
kudoi,OILY/HEAVY (FOOD),06-Miyagi,aburaQkoi,aburaQkoi,b,b,,,,,,
kudoi,OILY/HEAVY (FOOD),07-Akita,kuNde,kuNde,c,c,,,,,,
kudoi,OILY/HEAVY (FOOD),08-Yamagata,aburaQkoi,aburaQkoi,b,b,,,,,,
kudoi,OILY/HEAVY (FOOD),09-Fukushima,aburaQkoi,aburaQkoi,b,b,,,,,,
kudoi,OILY/HEAVY (FOOD),10-Ibaraki,akudoi,akudoi,c,c,,,,,,
kudoi,OILY/HEAVY (FOOD),11-Tochigi,aburaQpee,aburaQpee,b,b,,,,,,
kudoi,OILY/HEAVY (FOOD),12-Gunma,aburaQpee,aburaQpee,b,b,,,,,,
kudoi,OILY/HEAVY (FOOD),13-Saitama,aburaQpee,aburaQpee,b,b,,,,,,
kudoi,OILY/HEAVY (FOOD),14-Chiba,syitsukoi/hitsukoi/hitsuQkoi/syitsuQkoi,syitsukoi/hitsukoi/hitsuQkoi/syitsuQkoi,a,a,,,,,,
kudoi,OILY/HEAVY (FOOD),14-Chiba,aburaQpee,aburaQpee,b,b,,,,,,
kudoi,OILY/HEAVY (FOOD),14-Chiba,omoi/omoQkurusyii,omoi/omoQkurusyii,k,k,,,,,,
kudoi,OILY/HEAVY (FOOD),15-Tokyo,aburaQkoi,aburaQkoi,b,b,,,,,,
kudoi,OILY/HEAVY (FOOD),16-Kanagawa,aburaQpoi/aburaQpee,aburaQpoi/aburaQpee,b,b,,,,,,
kudoi,OILY/HEAVY (FOOD),17-Niigata,kuude,kuude,c,c,,,,,,
kudoi,OILY/HEAVY (FOOD),18-Toyama,syitsukoi,syitsukoi,a,a,,,,,,
kudoi,OILY/HEAVY (FOOD),19-Ishikawa,aburaQkoi,aburaQkoi,b,b,,,,,,
kudoi,OILY/HEAVY (FOOD),20-Fukui,abura syitsukoi,syitsukoi,a,a,,,,,,
kudoi,OILY/HEAVY (FOOD),20-Fukui,aburaQkoi,aburaQkoi,b,b,,,,,,
kudoi,OILY/HEAVY (FOOD),21-Yamanashi,aburaQkoi,aburaQkoi,b,b,,,,,,
kudoi,OILY/HEAVY (FOOD),21-Yamanashi,hityikudoi/hityikudee,hityikudoi/hityikudee,c,c,,,,,,
kudoi,OILY/HEAVY (FOOD),22-Nagano,aburaQkoi,aburaQkoi,b,b,,,,,,
kudoi,OILY/HEAVY (FOOD),22-Nagano,kudoi,kudoi,c,c,,,,,,
kudoi,OILY/HEAVY (FOOD),23-Gifu,aburakoi,aburakoi,b,b,,,,,,
kudoi,OILY/HEAVY (FOOD),24-Shizuoka,kudee,kudee,c,c,,,,,,
kudoi,OILY/HEAVY (FOOD),25-Aichi,aburakOO,aburakOO,b,b,,,,,,
kudoi,OILY/HEAVY (FOOD),26-Mie,aburaQkoi,aburaQkoi,b,b,,"kudoi is used when the food has a deep, rich taste",,,,
kudoi,OILY/HEAVY (FOOD),27-Shiga,aburaQkoi,aburaQkoi,b,b,,,,,,
kudoi,OILY/HEAVY (FOOD),28-Kyoto,aburaQkoi,aburaQkoi,b,b,,,,,,
kudoi,OILY/HEAVY (FOOD),29-Osaka,aburaQkoi,aburaQkoi,b,b,,,,,,
kudoi,OILY/HEAVY (FOOD),30-Hyoogo,egetsui,egetsui,e,e,,maybe this is related to egui 'astringent' but not sure,,,,
kudoi,OILY/HEAVY (FOOD),31-Nara,aburaQpoi,aburaQpoi,b,b,,they don't use kudoi if it's just talking about oiliness,,,,
kudoi,OILY/HEAVY (FOOD),32-Wakayama,aburaQkoi,aburaQkoi,b,b,,,,,,
kudoi,OILY/HEAVY (FOOD),32-Wakayama,netsukoi,netsukoi,j,j,,this is the older word,,,,
kudoi,OILY/HEAVY (FOOD),33-Tottori,nebai,nebai,i,i,,,,,,
kudoi,OILY/HEAVY (FOOD),34-Shimane,aburamoN,aburamoN,b,b,,,,,,
kudoi,OILY/HEAVY (FOOD),35-Okayama,aburaQpoi,aburaQpoi,b,b,,,,,,
kudoi,OILY/HEAVY (FOOD),36-Hiroshima,mutsugoii,mutsugoii,h,h,,,,,,
kudoi,OILY/HEAVY (FOOD),37-Yamaguchi,aburaQpoi,aburaQpoi,b,b,,,,,,
kudoi,OILY/HEAVY (FOOD),38-Tokushima,mutsugoi/mutsukoi,mutsugoi/mutsukoi,h,h,,,,,,
kudoi,OILY/HEAVY (FOOD),39-Kagawa,mutsugoi,mutsugoi,h,h,,,,,,
kudoi,OILY/HEAVY (FOOD),40-Ehime,mutsukoi,mutsukoi,h,h,,,,,,
kudoi,OILY/HEAVY (FOOD),41-Koochi,mutsukoi,mutsukoi,h,h,,apparently it is from å‘³ã£æ¿ƒã„,,,,
kudoi,OILY/HEAVY (FOOD),42-Fukuoka,aburaQkoka,aburaQkoka,b,b,,,,,,
kudoi,OILY/HEAVY (FOOD),43-Saga,aburagoika/aburaQboka,aburagoika/aburaQboka,b,b,,,,,,
kudoi,OILY/HEAVY (FOOD),44-Nagasaki,aburakoyuka/aburagoika,aburakoyuka/aburagoika,b,b,,,,,,
kudoi,OILY/HEAVY (FOOD),45-Kumamoto,dogitsuka,dogitsuka,d,d,,,,the dogi is doki 'poison',,
kudoi,OILY/HEAVY (FOOD),45-Kumamoto,dokedaQka,dokedaQka,d,d,,,,the doke is doki 'poison',,
kudoi,OILY/HEAVY (FOOD),46-Oita,aburagoii,aburagoii,b,b,,,,,,
kudoi,OILY/HEAVY (FOOD),46-Oita,aburamugii,aburamugii,b,b,,,,,,
kudoi,OILY/HEAVY (FOOD),47-Miyazaki,kuzyi,kuzyi,g,g,,guessing this is related to kuzyuu 'bitter/astringent' but not sure,,,,
kudoi,OILY/HEAVY (FOOD),48-Kagoshima,aburagiQta,aburagiQta,b,b,,,,,,
kudoi,OILY/HEAVY (FOOD),48-Kagoshima,aburaQpoka,aburaQpoka,b,b,,,,,,
kudoi,OILY/HEAVY (FOOD),49-Okinawa,aNda zyuuseeN,aNda zyuuseeN,NA,NA,,means abura tsuyoi,,,,
zyikuzyiku,OOZING,01-Hokkaido-coastal,guzyuguzyu,guzyuguzyu,a,a,,,yes,,,
zyikuzyiku,OOZING,02-Hokkaido-inland,zyikuzyiku,zyikuzyiku,e,e,,,yes,,,
zyikuzyiku,OOZING,03-Aomori-Tsugaru,zyiga~zyiga~,zyiga~zyiga~,e,e,,,yes,,,
zyikuzyiku,OOZING,04-Aomori-Nambu,zyiguzyigu,zyiguzyigu,e,e,,,yes,,,
zyikuzyiku,OOZING,05-Iwate,zyiguzyigu,zyiguzyigu,e,e,,,yes,,,
zyikuzyiku,OOZING,06-Miyagi,zyiguzyigu,zyiguzyigu,e,e,,,yes,,,
zyikuzyiku,OOZING,07-Akita,zyuguzyugu,zyuguzyugu,e,e,,,yes,,,
zyikuzyiku,OOZING,08-Yamagata,zyiguzyigu,zyiguzyigu,e,e,,,yes,,,
zyikuzyiku,OOZING,09-Fukushima,zyiguzyigu,zyiguzyigu,e,e,,,yes,,,
zyikuzyiku,OOZING,10-Ibaraki,zyikuzyiku,zyikuzyiku,e,e,,,yes,,,
zyikuzyiku,OOZING,11-Tochigi,zyikuzyiku,zyikuzyiku,e,e,,,yes,,,
zyikuzyiku,OOZING,12-Gunma,zyikuzyiku,zyikuzyiku,e,e,,,yes,,,
zyikuzyiku,OOZING,13-Saitama,zyukuzyuku,zyukuzyuku,e,e,,,yes,,,
zyikuzyiku,OOZING,14-Chiba,zyikuzyiku,zyikuzyiku,e,e,,,yes,,,
zyikuzyiku,OOZING,15-Tokyo,zukizuki,zukizuki,e,e,,,yes,,,
zyikuzyiku,OOZING,16-Kanagawa,gutyugutyu,gutyugutyu,a,a,,,yes,,,
zyikuzyiku,OOZING,16-Kanagawa,zyukuzyuku,zyukuzyuku,e,e,,,yes,,,
zyikuzyiku,OOZING,17-Niigata,zyibuzyibu,zyibuzyibu,d,d,,,yes,,,
zyikuzyiku,OOZING,17-Niigata,zyukuzyuku,zyukuzyuku,e,e,,,yes,,,
zyikuzyiku,OOZING,18-Toyama,zyikuzyiku,zyikuzyiku,e,e,,zyikuzyiku refers to the pus coming out,yes,,,
zyikuzyiku,OOZING,19-Ishikawa,zyukuzyuku,zyukuzyuku,e,e,,,yes,,,
zyikuzyiku,OOZING,20-Fukui,zyikuzyiku/zyukuzyuku,zyikuzyiku/zyukuzyuku,e,e,,zyukuzyuku is the more 'dialect-like' word,yes,,,
zyikuzyiku,OOZING,21-Yamanashi,zyikuzyiku,zyikuzyiku,e,e,,,yes,,,
zyikuzyiku,OOZING,22-Nagano,zyikuzyiku,zyikuzyiku,e,e,,,yes,,,
zyikuzyiku,OOZING,23-Gifu,NA,NA,NA,NA,,"they have no expression for this, they'd just say their ear hurts",NA,,,
zyikuzyiku,OOZING,24-Shizuoka,zyukuzyuku,zyukuzyuku,e,e,,,yes,,,
zyikuzyiku,OOZING,25-Aichi,NA,NA,NA,NA,,"they have no expression for it. If you had to say something, they'd say zyikuzyiku",NA,,,
zyikuzyiku,OOZING,26-Mie,zyukuzyuku,zyukuzyuku,e,e,,they also say zyikuzyiku but zyukuzyuku is more common,yes,,,
zyikuzyiku,OOZING,27-Shiga,zyukuzyuku,zyukuzyuku,e,e,,,yes,,,
zyikuzyiku,OOZING,28-Kyoto,zyikuzyiku,zyikuzyiku,e,e,,,yes,,,
zyikuzyiku,OOZING,29-Osaka,kanoo-syitoru,kanoo-syitoru,b,b,,kanoo = fester,no,,,
zyikuzyiku,OOZING,30-Hyoogo,zyikuuzyiku,zyikuuzyiku,e,e,,,yes,,,
zyikuzyiku,OOZING,31-Nara,zyuruzyuru,zyuruzyuru,h,h,,,yes,,,
zyikuzyiku,OOZING,32-Wakayama,zyukuzyuku,zyukuzyuku,e,e,,,yes,,,
zyikuzyiku,OOZING,33-Tottori,zyiyazyiya,zyiyazyiya,g,g,,,yes,,,
zyikuzyiku,OOZING,34-Shimane,zukuzuku,zukuzuku,e,e,,,yes,,,
zyikuzyiku,OOZING,35-Okayama,zyukuzyuku/zyikuzyiku,zyukuzyuku/zyikuzyiku,e,e,,,yes,,,
zyikuzyiku,OOZING,36-Hiroshima,kutyakutya,kutyakutya,a,a,,,yes,,,
zyikuzyiku,OOZING,36-Hiroshima,zyitozyito,zyitozyito,f,f,,,yes,,,
zyikuzyiku,OOZING,37-Yamaguchi,zyukuzyuku/zyikuzyiku,zyukuzyuku/zyikuzyiku,e,e,,,yes,,,
zyikuzyiku,OOZING,38-Tokushima,zyukuzyuku,zyukuzyuku,e,e,,,yes,,,
zyikuzyiku,OOZING,39-Kagawa,zyukuzyuku,zyukuzyuku,e,e,,,yes,,,
zyikuzyiku,OOZING,39-Kagawa,zyuruzyuru,zyuruzyuru,h,h,,,yes,,,
zyikuzyiku,OOZING,40-Ehime,zyukuzyuku,zyukuzyuku,e,e,,,yes,,,
zyikuzyiku,OOZING,41-Koochi,zyukuzyuku,zyukuzyuku,e,e,,,yes,,,
zyikuzyiku,OOZING,42-Fukuoka,zyukuzyuku,zyukuzyuku,e,e,,,yes,,,
zyikuzyiku,OOZING,43-Saga,zyukuuzyuku/zyikuNzyikuN,zyukuuzyuku/zyikuNzyikuN,e,e,,,yes,,,
zyikuzyiku,OOZING,44-Nagasaki,zyukuzyuku,zyukuzyuku,e,e,,,yes,,,
zyikuzyiku,OOZING,45-Kumamoto,zyukuzyuku,zyukuzyuku,e,e,,,yes,,,
zyikuzyiku,OOZING,46-Oita,zyukuzyuku,zyukuzyuku,e,e,,,yes,,,
zyikuzyiku,OOZING,47-Miyazaki,zyukuzyuku,zyukuzyuku,e,e,,,yes,,,
zyikuzyiku,OOZING,48-Kagoshima,zyiQkuzyiQku/zyikuNzyikuN/zyiQkuNzyiQkuN,zyiQkuzyiQku/zyikuNzyikuN/zyiQkuNzyiQkuN,e,e,,,yes,,,
zyikuzyiku,OOZING,49-Okinawa,NA,NA,NA,NA,,"They have ideophones for when your skin is moist/sweaty ('sipusipu'), which they say is like Standard Japanese zyitozyito, but they don't have one for when the sweat is coming out",NA,,,
gaNgaN,POUNDING (HEAD),01-Hokkaido-coastal,gaNgaN,gaNgaN,a,a,,,yes,,yes,
gaNgaN,POUNDING (HEAD),02-Hokkaido-inland,gaNgaN,gaNgaN,a,a,,,yes,,yes,
gaNgaN,POUNDING (HEAD),03-Aomori-Tsugaru,gaNgaQ,gaNgaQ,a,a,,,yes,,yes,
gaNgaN,POUNDING (HEAD),04-Aomori-Nambu,kanadzutyi de puQtadagaredayoQta,kanadzutyi de puQtadagaredayoQta,NA,NA,,"means getting hit by a hammer, the verb is probably iconic",NA,,yes,
gaNgaN,POUNDING (HEAD),05-Iwate,gaNgaN,gaNgaN,a,a,,,yes,,yes,
gaNgaN,POUNDING (HEAD),06-Miyagi,gaNgaN,gaNgaN,a,a,,,yes,,yes,
gaNgaN,POUNDING (HEAD),07-Akita,gaNgaN,gaNgaN,a,a,,,yes,,yes,
gaNgaN,POUNDING (HEAD),07-Akita,zugizugi,zugizugi,d,d,,,yes,,yes,
gaNgaN,POUNDING (HEAD),08-Yamagata,gaNgaN,gaNgaN,a,a,,,yes,,yes,
gaNgaN,POUNDING (HEAD),09-Fukushima,gaNgaN,gaNgaN,a,a,,,yes,,yes,
gaNgaN,POUNDING (HEAD),10-Ibaraki,gaNgaN,gaNgaN,a,a,,,yes,,yes,
gaNgaN,POUNDING (HEAD),11-Tochigi,gaNgaN,gaNgaN,a,a,,,yes,,yes,
gaNgaN,POUNDING (HEAD),12-Gunma,gaNgaN,gaNgaN,a,a,,,yes,,yes,
gaNgaN,POUNDING (HEAD),13-Saitama,gaNgaN,gaNgaN,a,a,,"They also say biribiri and zukizuki for head pain, but gangan is strongest.",yes,,yes,
gaNgaN,POUNDING (HEAD),14-Chiba,gaNgaN,gaNgaN,a,a,,,yes,,yes,
gaNgaN,POUNDING (HEAD),15-Tokyo,gaNgaN,gaNgaN,a,a,,,yes,,yes,
gaNgaN,POUNDING (HEAD),16-Kanagawa,gaNgaN,gaNgaN,a,a,,,yes,,yes,
gaNgaN,POUNDING (HEAD),17-Niigata,zukizuki,zukizuki,d,d,,,yes,,yes,
gaNgaN,POUNDING (HEAD),18-Toyama,gaNgaN,gaNgaN,a,a,,,yes,,yes,
gaNgaN,POUNDING (HEAD),19-Ishikawa,gaNgaN,gaNgaN,a,a,,,yes,,yes,
gaNgaN,POUNDING (HEAD),20-Fukui,gaNgaN,gaNgaN,a,a,,,yes,,yes,
gaNgaN,POUNDING (HEAD),21-Yamanashi,gaNgaN,gaNgaN,a,a,,,yes,,yes,
gaNgaN,POUNDING (HEAD),22-Nagano,gaNgaN,gaNgaN,a,a,,,yes,,yes,
gaNgaN,POUNDING (HEAD),23-Gifu,gaNgaN,gaNgaN,a,a,,,yes,,yes,
gaNgaN,POUNDING (HEAD),24-Shizuoka,gaNgaN,gaNgaN,a,a,,,yes,,yes,
gaNgaN,POUNDING (HEAD),25-Aichi,gaNgaN,gaNgaN,a,a,,,yes,,yes,
gaNgaN,POUNDING (HEAD),26-Mie,gaNgaN,gaNgaN,a,a,,stronger than zukizuki,yes,,yes,
gaNgaN,POUNDING (HEAD),27-Shiga,kirikiri,kirikiri,b,b,,,yes,,yes,
gaNgaN,POUNDING (HEAD),27-Shiga,zukizuki,zukizuki,d,d,,,yes,,yes,
gaNgaN,POUNDING (HEAD),28-Kyoto,gaNgaN,gaNgaN,a,a,,,yes,,yes,
gaNgaN,POUNDING (HEAD),29-Osaka,gaNgaN,gaNgaN,a,a,,,yes,,yes,
gaNgaN,POUNDING (HEAD),29-Osaka,zyiNzyiN,zyiNzyiN,e,e,,In Shiga they also use zyiNzyiN but only for the pain when you have a high fever,yes,,yes,
gaNgaN,POUNDING (HEAD),30-Hyoogo,gaNgaN,gaNgaN,a,a,,,yes,,yes,
gaNgaN,POUNDING (HEAD),31-Nara,gaNgaN,gaNgaN,a,a,,,yes,,yes,
gaNgaN,POUNDING (HEAD),32-Wakayama,gaNgaN,gaNgaN,a,a,,,yes,,yes,
gaNgaN,POUNDING (HEAD),32-Wakayama,tsuNtsuN,tsuNtsuN,c,c,,this is an old word (older than gaNgaN),yes,,yes,
gaNgaN,POUNDING (HEAD),33-Tottori,zukizuki,zukizuki,d,d,,,yes,,yes,
gaNgaN,POUNDING (HEAD),34-Shimane,zuQgaNzuQgaN,zuQgaNzuQgaN,d,d,,,yes,,yes,
gaNgaN,POUNDING (HEAD),35-Okayama,gaNgaN,gaNgaN,a,a,,,yes,,yes,
gaNgaN,POUNDING (HEAD),36-Hiroshima,gaNgaN,gaNgaN,a,a,,,yes,,yes,
gaNgaN,POUNDING (HEAD),37-Yamaguchi,gaNgaN,gaNgaN,a,a,,,yes,,yes,
gaNgaN,POUNDING (HEAD),38-Tokushima,gaNgaN,gaNgaN,a,a,,,yes,,yes,
gaNgaN,POUNDING (HEAD),39-Kagawa,gaNgaN,gaNgaN,a,a,,,yes,,yes,
gaNgaN,POUNDING (HEAD),40-Ehime,gaNgaN,gaNgaN,a,a,,,yes,,yes,
gaNgaN,POUNDING (HEAD),41-Koochi,gaNgaN,gaNgaN,a,a,,for zukizuki itamu they say nisyinisyi itamu (but this is a different kind of pain to gaNgaN),yes,,yes,
gaNgaN,POUNDING (HEAD),42-Fukuoka,gaNgaN,gaNgaN,a,a,,,yes,,yes,
gaNgaN,POUNDING (HEAD),43-Saga,gaNgaN/gaNNgaN,gaNgaN/gaNNgaN,a,a,,,yes,,yes,
gaNgaN,POUNDING (HEAD),44-Nagasaki,gaNgaN,gaNgaN,a,a,,,yes,,yes,
gaNgaN,POUNDING (HEAD),45-Kumamoto,gaNgaN,gaNgaN,a,a,,,yes,,yes,
gaNgaN,POUNDING (HEAD),46-Oita,gaNgaN,gaNgaN,a,a,,,yes,,yes,
gaNgaN,POUNDING (HEAD),47-Miyazaki,gaNgaN,gaNgaN,a,a,,,yes,,yes,
gaNgaN,POUNDING (HEAD),48-Kagoshima,gaNgaN,gaNgaN,a,a,,,yes,,yes,
gaNgaN,POUNDING (HEAD),48-Kagoshima,zyiNzyiN,zyiNzyiN,e,e,,,yes,,yes,
gaNgaN,POUNDING (HEAD),49-Okinawa,gaNgaN,gaNgaN,a,a,,,yes,,yes,
dokidoki,POUNDING (HEART),01-Hokkaido-coastal,dokidoki,dokidoki,a,a,,,yes,,yes,
dokidoki,POUNDING (HEART),02-Hokkaido-inland,dokidoki,dokidoki,a,a,,,yes,,yes,
dokidoki,POUNDING (HEART),03-Aomori-Tsugaru,bagubagu,bagubagu,b,b,,,yes,,yes,
dokidoki,POUNDING (HEART),04-Aomori-Nambu,dagamegu,dagamegu,a,a,,,derived,,yes,
dokidoki,POUNDING (HEART),05-Iwate,dogidogi,dogidogi,a,a,,,yes,,yes,
dokidoki,POUNDING (HEART),06-Miyagi,tokatoka,tokatoka,a,a,,,yes,,yes,
dokidoki,POUNDING (HEART),07-Akita,dokimederu,dokimederu,a,a,,,derived,,yes,
dokidoki,POUNDING (HEART),08-Yamagata,dogidogi,dogidogi,a,a,,,yes,,yes,
dokidoki,POUNDING (HEART),09-Fukushima,dogidogi,dogidogi,a,a,,,yes,,yes,
dokidoki,POUNDING (HEART),10-Ibaraki,dokidoki,dokidoki,a,a,,,yes,,yes,
dokidoki,POUNDING (HEART),11-Tochigi,dokidoki,dokidoki,a,a,,,yes,,yes,
dokidoki,POUNDING (HEART),12-Gunma,dokidoki,dokidoki,a,a,,,yes,,yes,
dokidoki,POUNDING (HEART),13-Saitama,bakubaku,bakubaku,b,b,,this is about shaking,yes,,yes,
dokidoki,POUNDING (HEART),14-Chiba,dokidoki,dokidoki,a,a,,,yes,,yes,
dokidoki,POUNDING (HEART),15-Tokyo,dokidoki,dokidoki,a,a,,,yes,,yes,
dokidoki,POUNDING (HEART),16-Kanagawa,dokidoki,dokidoki,a,a,,,yes,,yes,
dokidoki,POUNDING (HEART),16-Kanagawa,bakubaku,bakubaku,b,b,,,yes,,yes,
dokidoki,POUNDING (HEART),17-Niigata,dokidoki,dokidoki,a,a,,,yes,,yes,
dokidoki,POUNDING (HEART),18-Toyama,dokidoki,dokidoki,a,a,,,yes,,yes,
dokidoki,POUNDING (HEART),19-Ishikawa,dokidoki,dokidoki,a,a,,,yes,,yes,
dokidoki,POUNDING (HEART),20-Fukui,dokidoki,dokidoki,a,a,,,yes,,yes,
dokidoki,POUNDING (HEART),21-Yamanashi,dokidoki,dokidoki,a,a,,,yes,,yes,
dokidoki,POUNDING (HEART),22-Nagano,dokidoki/dokodoko,dokidoki/dokodoko,a,a,,,yes,,yes,
dokidoki,POUNDING (HEART),23-Gifu,dokidoki,dokidoki,a,a,,,yes,,yes,
dokidoki,POUNDING (HEART),24-Shizuoka,doQkiNdoQkiN,doQkiNdoQkiN,a,a,,,yes,,yes,
dokidoki,POUNDING (HEART),25-Aichi,dokidoki,dokidoki,a,a,,,yes,,yes,
dokidoki,POUNDING (HEART),26-Mie,dokidoki,dokidoki,a,a,,,yes,,yes,
dokidoki,POUNDING (HEART),27-Shiga,dokudoku,dokudoku,a,a,,,yes,,yes,
dokidoki,POUNDING (HEART),28-Kyoto,dokidoki,dokidoki,a,a,,,yes,,yes,
dokidoki,POUNDING (HEART),29-Osaka,dokidoki,dokidoki,a,a,,,yes,,yes,
dokidoki,POUNDING (HEART),30-Hyoogo,dokiidoki,dokiidoki,a,a,,,yes,,yes,
dokidoki,POUNDING (HEART),31-Nara,dokidoki,dokidoki,a,a,,,yes,,yes,
dokidoki,POUNDING (HEART),32-Wakayama,dokidoki,dokidoki,a,a,,,yes,,yes,
dokidoki,POUNDING (HEART),32-Wakayama,kibokibo,kibokibo,d,d,,this is the older form,yes,,yes,
