Concept-Jap,Concept,Location,Form,FormStandardised,CognateCode,FormCode,CognateDetectionMethod,Notes,Ideophone,CodingNotes,DoubleChecked,Revisit
zokuzoku,(SPINE) TINGLING,01-Hokkaido-coastal,syiyasyiya,syiyasyiya,d,d,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,01-Hokkaido-coastal,zokuzoku,zokuzoku,g,g,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,02-Hokkaido-inland,zokuzoku,zokuzoku,g,g,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,03-Aomori-Tsugaru,zyawazyawa,zyawazyawa,f,f,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,04-Aomori-Nambu,zyawamegu,zyawamegu,f,f,,,derived,,yes,
zokuzoku,(SPINE) TINGLING,05-Iwate,zoguzogu,zoguzogu,g,g,,"synonyms are zauzau, zarazara, and zawazawa",yes,,yes,
zokuzoku,(SPINE) TINGLING,06-Miyagi,sarasara,sarasara,c,c,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,07-Akita,zawazawa,zawazawa,f,f,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,08-Yamagata,zokuzoku,zokuzoku,g,g,,sawasawa is lighter shivers,yes,,yes,
zokuzoku,(SPINE) TINGLING,09-Fukushima,zoguzogu,zoguzogu,g,g,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,10-Ibaraki,zokuzoku,zokuzoku,g,g,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,11-Tochigi,zokuzoku,zokuzoku,g,g,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,12-Gunma,zokuzoku,zokuzoku,g,g,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,13-Saitama,uzauza,uzauza,e,e,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,14-Chiba,zokuzoku,zokuzoku,g,g,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,15-Tokyo,zokuzoku,zokuzoku,g,g,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,16-Kanagawa,zokuzoku,zokuzoku,g,g,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,17-Niigata,zawazawa,zawazawa,f,f,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,18-Toyama,zoNzo,zoNzo,i,i,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,19-Ishikawa,suusuu,suusuu,NA,NA,,"they have suusuu but this means a cold feeling on your back, not (SPINE) TINGLING",yes,,yes,
zokuzoku,(SPINE) TINGLING,20-Fukui,suusuu,suusuu,NA,NA,,"they have suusuu but this means a cold feeling on your back, not (SPINE) TINGLING",yes,,yes,
zokuzoku,(SPINE) TINGLING,21-Yamanashi,zokuzoku,zokuzoku,g,g,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,22-Nagano,zokuzoku,zokuzoku,g,g,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,23-Gifu,zomizomi,zomizomi,h,h,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,24-Shizuoka,zokuzoku,zokuzoku,g,g,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,25-Aichi,zomizomi,zomizomi,h,h,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,26-Mie,zokuzoku,zokuzoku,g,g,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,27-Shiga,zokuzoku/zogaQ,zokuzoku/zogaQ,g,g,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,28-Kyoto,zokuzoku,zokuzoku,g,g,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,29-Osaka,zokuzoku,zokuzoku,g,g,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,30-Hyoogo,doodo,doodo,a,a,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,31-Nara,zokuzoku,zokuzoku,g,g,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,32-Wakayama,zokuzoku,zokuzoku,g,g,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,33-Tottori,zowazowa,zowazowa,f,f,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,34-Shimane,zoNzo-ga tsuku,zoNzo-ga tsuku,i,i,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,35-Okayama,zokuzoku,zokuzoku,g,g,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,36-Hiroshima,zokuzoku,zokuzoku,g,g,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,37-Yamaguchi,zokuzoku,zokuzoku,g,g,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,38-Tokushima,zoNzoN,zoNzoN,i,i,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,39-Kagawa,zoNzoN/zuNzuN/zoNzo-ga suru,zoNzoN/zuNzuN/zoNzo-ga suru,i,i,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,40-Ehime,zoNzoN,zoNzoN,i,i,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,41-Koochi,zoNzoN,zoNzoN,i,i,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,42-Fukuoka,zokuzoku,zokuzoku,g,g,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,42-Fukuoka,zoNzoN,zoNzoN,i,i,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,43-Saga,zokuuzoku,zokuuzoku,g,g,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,44-Nagasaki,zokuzoku,zokuzoku,g,g,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,45-Kumamoto,zokuzoku,zokuzoku,g,g,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,46-Oita,zokuzoku,zokuzoku,g,g,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,47-Miyazaki,zuQzu,zuQzu,j,j,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,48-Kagoshima,zoQkuzoQku,zoQkuzoQku,g,g,,,yes,,yes,
zokuzoku,(SPINE) TINGLING,49-Okinawa,putuputu,putuputu,b,b,,,yes,,yes,
sukosyi,A LITTLE,01-Hokkaido-coastal,sukosyi,sukosyi,d,d,,,no,,,
sukosyi,A LITTLE,01-Hokkaido-coastal,tyoQto,tyoQto,e,e,,,no,,,
sukosyi,A LITTLE,02-Hokkaido-inland,sIkosI,sIkosI,d,d,,,no,,,
sukosyi,A LITTLE,03-Aomori-Tsugaru,NA,NA,NA,NA,,,no,,,
sukosyi,A LITTLE,04-Aomori-Nambu,tyoQpito,tyoQpito,e; a,e; a,,,no,,,
sukosyi,A LITTLE,05-Iwate,pEQko,pEQko,a,a,,,no,,,
sukosyi,A LITTLE,05-Iwate,sUkosU,sUkosU,d,d,,,no,,,
sukosyi,A LITTLE,06-Miyagi,sUkosU,sUkosU,d,d,,,no,,,
sukosyi,A LITTLE,07-Akita,saQto,saQto,c,c,,,no,,,
sukosyi,A LITTLE,07-Akita,tsIQto,tsIQto,e,e,,,no,,,
sukosyi,A LITTLE,08-Yamagata,sIkosI,sIkosI,d,d,,,no,,,
sukosyi,A LITTLE,08-Yamagata,tsIntobasI,tsIntobasI,e,e,,,no,,,
sukosyi,A LITTLE,08-Yamagata,tsIntogate,tsIntogate,e,e,,,no,,,
sukosyi,A LITTLE,09-Fukushima,tyiQto,tyiQto,e,e,,,no,,,
sukosyi,A LITTLE,10-Ibaraki,sUkosI,sUkosI,d,d,,,no,,,
sukosyi,A LITTLE,10-Ibaraki,tyiNto,tyiNto,e,e,,,no,,,
sukosyi,A LITTLE,11-Tochigi,sUkosI,sUkosI,d,d,,,no,,,
sukosyi,A LITTLE,11-Tochigi,tsIQto,tsIQto,e,e,,,no,,,
sukosyi,A LITTLE,12-Gunma,tyiQto,tyiQto,e,e,,,no,,,
sukosyi,A LITTLE,13-Saitama,sukosyi,sukosyi,d,d,,,no,,,
sukosyi,A LITTLE,13-Saitama,tyiQto,tyiQto,e,e,,,no,,,
sukosyi,A LITTLE,14-Chiba,tsIIto,tsIIto,e,e,,,no,,,
sukosyi,A LITTLE,15-Tokyo,sukosyi,sukosyi,d,d,,,no,,,
sukosyi,A LITTLE,16-Kanagawa,tyiiQto,tyiiQto,e,e,,,no,,,
sukosyi,A LITTLE,17-Niigata,tyiQtobaka/tyiitobaka,tyiQtobaka/tyiitobaka,e,e,,the baka is just bakari,no,,,
sukosyi,A LITTLE,18-Toyama,tyoQkori,tyoQkori,e,e,,,yes,,,
sukosyi,A LITTLE,18-Toyama,tyoQkosyi,tyoQkosyi,e,e,,,no,,,
sukosyi,A LITTLE,18-Toyama,tyoQto,tyoQto,e,e,,,no,,,
sukosyi,A LITTLE,18-Toyama,tyobiNto,tyobiNto,e; a,e; a,,,no,,,
sukosyi,A LITTLE,19-Ishikawa,tyoQkosyi,tyoQkosyi,e,e,,,no,,,
sukosyi,A LITTLE,20-Fukui,tyoQkori,tyoQkori,e,e,,,yes,,,
sukosyi,A LITTLE,21-Yamanashi,sukosyi,sukosyi,d,d,,,no,,,
sukosyi,A LITTLE,21-Yamanashi,tyoQto,tyoQto,e,e,,,no,,,
sukosyi,A LITTLE,22-Nagano,tyoQkura,tyoQkura,e,e,,,no,,,
sukosyi,A LITTLE,22-Nagano,tyoQto,tyoQto,e,e,,,no,,,
sukosyi,A LITTLE,23-Gifu,tyiito,tyiito,e,e,,,no,,,
sukosyi,A LITTLE,23-Gifu,tyobiQto,tyobiQto,e; a,e; a,,,no,,,
sukosyi,A LITTLE,24-Shizuoka,tyiito,tyiito,e,e,,,no,,,
sukosyi,A LITTLE,25-Aichi,tyiito,tyiito,e,e,,,no,,,
sukosyi,A LITTLE,25-Aichi,tyobiQto/tyoboQto,tyobiQto/tyoboQto,e; a,e; a,,,no,,,
sukosyi,A LITTLE,26-Mie,tyoito,tyoito,e; a,e; a,,,no,,,
sukosyi,A LITTLE,27-Shiga,tyoboQto,tyoboQto,e; a,e; a,,,no,,,
sukosyi,A LITTLE,28-Kyoto,tyoQto,tyoQto,e,e,,,no,,,
sukosyi,A LITTLE,29-Osaka,tyoQto,tyoQto,e,e,,,no,,,
sukosyi,A LITTLE,29-Osaka,tyobiQto,tyobiQto,e; a,e; a,,,no,,,
sukosyi,A LITTLE,30-Hyoogo,tyiito,tyiito,e,e,,,no,,,
sukosyi,A LITTLE,31-Nara,sukosyi,sukosyi,d,d,,,no,,,
sukosyi,A LITTLE,31-Nara,tyoQto,tyoQto,e,e,,,no,,,
sukosyi,A LITTLE,32-Wakayama,sukosyi,sukosyi,d,d,,,no,,,
sukosyi,A LITTLE,32-Wakayama,tyoQto,tyoQto,e,e,,,no,,,
sukosyi,A LITTLE,33-Tottori,tyoQto,tyoQto,e,e,,,no,,,
sukosyi,A LITTLE,34-Shimane,tsIIto,tsIIto,e,e,,,no,,,
sukosyi,A LITTLE,34-Shimane,tyoNbosI,tyoNbosI,e,e,,,no,,,
sukosyi,A LITTLE,35-Okayama,tyiito,tyiito,e,e,,,no,,,
sukosyi,A LITTLE,36-Hiroshima,tyiito,tyiito,e,e,,,no,,,
sukosyi,A LITTLE,37-Yamaguchi,sukosyi,sukosyi,d,d,,,no,,,
sukosyi,A LITTLE,38-Tokushima,tyoQto,tyoQto,e,e,,,no,,,
sukosyi,A LITTLE,38-Tokushima,tyobiQto,tyobiQto,e; a,e; a,,,no,,,
sukosyi,A LITTLE,39-Kagawa,tyoQto,tyoQto,e,e,,,no,,,
sukosyi,A LITTLE,40-Ehime,tyiito,tyiito,e,e,,,no,,,
sukosyi,A LITTLE,40-Ehime,tyoQposyi,tyoQposyi,e,e,,this is not as commonly used as tyiito,no,,,
sukosyi,A LITTLE,41-Koochi,biQto,biQto,a,a,,,yes,,,
sukosyi,A LITTLE,41-Koochi,piQto,piQto,a,a,,this is for something even less than biQto,yes,,,
sukosyi,A LITTLE,41-Koochi,tyiQkuto,tyiQkuto,e,e,,,no,,,
sukosyi,A LITTLE,41-Koochi,tyiQto,tyiQto,e,e,,,no,,,
sukosyi,A LITTLE,42-Fukuoka,tyoQkoto,tyoQkoto,e,e,,,no,,,
sukosyi,A LITTLE,42-Fukuoka,tyobiQto,tyobiQto,e; a,e; a,,,no,,,
sukosyi,A LITTLE,43-Saga,tyiito,tyiito,e,e,,,no,,,
sukosyi,A LITTLE,43-Saga,tyikaaQto,tyikaaQto,e,e,,,no,,,
sukosyi,A LITTLE,44-Nagasaki,sukosyi,sukosyi,d,d,,,no,,,
sukosyi,A LITTLE,44-Nagasaki,tyiQto,tyiQto,e,e,,,no,,,
sukosyi,A LITTLE,44-Nagasaki,tyokoQto,tyokoQto,e,e,,,no,,,
sukosyi,A LITTLE,44-Nagasaki,tyobiQto,tyobiQto,e; a,e; a,,,no,,,
sukosyi,A LITTLE,45-Kumamoto,tyiQto,tyiQto,e,e,,,no,,,
sukosyi,A LITTLE,46-Oita,tyiQto,tyiQto,e,e,,,no,,,
sukosyi,A LITTLE,47-Miyazaki,tyiQto,tyiQto,e,e,,,no,,,
sukosyi,A LITTLE,48-Kagoshima,tyiQto,tyiQto,e,e,,,no,,,
sukosyi,A LITTLE,49-Okinawa,Qihi,Qihi,b,b,,,no,,,
egui,ACRID (TASTE),01-Hokkaido-coastal,egui,egui,a,a,,,no,,yes,
egui,ACRID (TASTE),02-Hokkaido-inland,syibui,syibui,e,e,,,no,,yes,
egui,ACRID (TASTE),03-Aomori-Tsugaru,heramegu,heramegu,b,b,,,derived,,yes,
egui,ACRID (TASTE),04-Aomori-Nambu,egaQpoi,egaQpoi,a,a,,,no,,yes,
egui,ACRID (TASTE),05-Iwate,yeNgarakoi,yeNgarakoi,a,a,,,no,,yes,
egui,ACRID (TASTE),06-Miyagi,egoi,egoi,a,a,,,no,,yes,
egui,ACRID (TASTE),07-Akita,egi,egi,a,a,,,no,,yes,
egui,ACRID (TASTE),08-Yamagata,egarai,egarai,a,a,,,no,,yes,
egui,ACRID (TASTE),09-Fukushima,egui,egui,a,a,,,no,,yes,
egui,ACRID (TASTE),10-Ibaraki,egu~i,egu~i,a,a,,,no,,yes,
egui,ACRID (TASTE),11-Tochigi,egui,egui,a,a,,,no,,yes,
egui,ACRID (TASTE),12-Gunma,yogoi,yogoi,a,a,tokugawa_2002,,no,,yes,
egui,ACRID (TASTE),13-Saitama,egoi/egee,egoi/egee,a,a,,,no,,yes,
egui,ACRID (TASTE),14-Chiba,nigee,nigai,d,d,,,no,,yes,
egui,ACRID (TASTE),15-Tokyo,egui,egui,a,a,,,no,,yes,
egui,ACRID (TASTE),16-Kanagawa,egu azyi/egaraQpee,egu azyi/egaraQpee,a,a,,,no,,yes,
egui,ACRID (TASTE),17-Niigata,igaraQpoi,igaraQpoi,a,a,,,no,,yes,
egui,ACRID (TASTE),18-Toyama,egoi,egoi,a,a,,,no,,yes,
egui,ACRID (TASTE),19-Ishikawa,akukitsuui,akukitsuui,NA,NA,,,no,,yes,
egui,ACRID (TASTE),20-Fukui,aku-a kitsui,aku-a kitsui,NA,NA,,,no,,yes,
egui,ACRID (TASTE),21-Yamanashi,egoi,egoi,a,a,,,no,,yes,
egui,ACRID (TASTE),22-Nagano,egoi,egoi,a,a,,,no,,yes,
egui,ACRID (TASTE),23-Gifu,egui,egui,a,a,,,no,,yes,
egui,ACRID (TASTE),24-Shizuoka,egoi,egoi,a,a,,,no,,yes,
egui,ACRID (TASTE),25-Aichi,eg22,eg22,a,a,,,no,,yes,
egui,ACRID (TASTE),26-Mie,igarai,igarai,a,a,,,no,,yes,
egui,ACRID (TASTE),26-Mie,igui,igui,a,a,,,no,,yes,
egui,ACRID (TASTE),27-Shiga,egoi,egoi,a,a,,,no,,yes,
egui,ACRID (TASTE),28-Kyoto,egui,egui,a,a,,,no,,yes,
egui,ACRID (TASTE),29-Osaka,egui,egui,a,a,,,no,,yes,
egui,ACRID (TASTE),30-Hyoogo,aku-ga tsuyoi,aku-ga tsuyoi,NA,NA,,,no,,yes,
egui,ACRID (TASTE),31-Nara,egui,egui,a,a,,,no,,yes,
egui,ACRID (TASTE),32-Wakayama,egunigai,egunigai,a; d,a; d,,,no,,yes,
egui,ACRID (TASTE),33-Tottori,egui,egui,a,a,,,no,,yes,
egui,ACRID (TASTE),34-Shimane,egu,egu,a,a,,,no,,yes,
egui,ACRID (TASTE),35-Okayama,egui,egui,a,a,,,no,,yes,
egui,ACRID (TASTE),36-Hiroshima,eguii,eguii,a,a,,,no,,yes,
egui,ACRID (TASTE),36-Hiroshima,nodoohoru,nodoohoru,NA,NA,,,no,,yes,
egui,ACRID (TASTE),37-Yamaguchi,NA,NA,NA,NA,,,no,,yes,
egui,ACRID (TASTE),38-Tokushima,igui,igui,a,a,,,no,,yes,
egui,ACRID (TASTE),39-Kagawa,igui,igui,a,a,,,no,,yes,
egui,ACRID (TASTE),40-Ehime,egui,egui,a,a,,,no,,yes,
egui,ACRID (TASTE),41-Koochi,egui,egui,a,a,,,no,,yes,
egui,ACRID (TASTE),42-Fukuoka,eeNka,eeNka,a,a,,,no,,yes,
egui,ACRID (TASTE),42-Fukuoka,egakaa,egakaa,a,a,tokugawa_2002,from egui + karai,no,,yes,
egui,ACRID (TASTE),43-Saga,eNka,eNka,a,a,,,no,,yes,
egui,ACRID (TASTE),43-Saga,eQga,eQga,a,a,,,no,,yes,
egui,ACRID (TASTE),44-Nagasaki,eguka,eguka,a,a,,,no,,yes,
egui,ACRID (TASTE),45-Kumamoto,eguka,eguka,a,a,,,no,,yes,
egui,ACRID (TASTE),46-Oita,egii,egii,a,a,,,no,,yes,
egui,ACRID (TASTE),47-Miyazaki,igai,igai,a,a,tokugawa_2002,egarai,no,,yes,
egui,ACRID (TASTE),48-Kagoshima,egarasyika,egarasyika,a,a,,,no,,yes,
egui,ACRID (TASTE),48-Kagoshima,eQka,eQka,a,a,,,no,,yes,
egui,ACRID (TASTE),48-Kagoshima,igarasyika,igarasyika,a,a,,,no,,yes,
egui,ACRID (TASTE),49-Okinawa,kutyi uigooseN,kutyi uigooseN,a,a,tokugawa_2002,,no,,yes,
iraira,ANNOYED/IMPATIENT-1,01-Hokkaido-coastal,iraira,iraira,e,e,,,yes,,yes,
iraira,ANNOYED/IMPATIENT-1,02-Hokkaido-inland,iraira,iraira,e,e,,,yes,,yes,
iraira,ANNOYED/IMPATIENT-1,03-Aomori-Tsugaru,iraira,iraira,e,e,,,yes,,yes,
iraira,ANNOYED/IMPATIENT-1,04-Aomori-Nambu,yahegohea,yahegohea,o,o,,,no,check what this is,yes,
iraira,ANNOYED/IMPATIENT-1,05-Iwate,kimo-ga yageru,kimo-ga yageru,NA,NA,,means your emotions are torn,no,,yes,
iraira,ANNOYED/IMPATIENT-1,05-Iwate,kimo-ni sasaru,kimo-ni sasaru,NA,NA,,means your emotions are pierced,no,,yes,
iraira,ANNOYED/IMPATIENT-1,06-Miyagi,iraira,iraira,e,e,,,yes,,yes,
iraira,ANNOYED/IMPATIENT-1,07-Akita,iraira,iraira,e,e,,,yes,,yes,
iraira,ANNOYED/IMPATIENT-1,08-Yamagata,yaNda-gu natahaa,yaNda-gu natahaa,n,n,,,no,,yes,
iraira,ANNOYED/IMPATIENT-1,09-Fukushima,iraira,iraira,e,e,,,yes,,yes,
iraira,ANNOYED/IMPATIENT-1,10-Ibaraki,iraira,iraira,e,e,,,yes,,yes,
iraira,ANNOYED/IMPATIENT-1,11-Tochigi,eraera,eraera,e,e,,,yes,,yes,
iraira,ANNOYED/IMPATIENT-1,12-Gunma,iraira,iraira,e,e,,,yes,,yes,
iraira,ANNOYED/IMPATIENT-1,13-Saitama,iraira,iraira,e,e,,,yes,,yes,
iraira,ANNOYED/IMPATIENT-1,14-Chiba,oinee,oinee,NA,NA,,means something like damn,no,,yes,
iraira,ANNOYED/IMPATIENT-1,15-Tokyo,iraira,iraira,e,e,,,yes,,yes,
iraira,ANNOYED/IMPATIENT-1,16-Kanagawa,iraira,iraira,e,e,,,yes,,yes,
iraira,ANNOYED/IMPATIENT-1,16-Kanagawa,kusakusa,kusakusa,g,g,,old men said their parents used this,expressive,,yes,
iraira,ANNOYED/IMPATIENT-1,16-Kanagawa,zyirizyiri,zyirizyiri,m,m,,people in their prime of life (around 25-39) say this,yes,,yes,
iraira,ANNOYED/IMPATIENT-1,17-Niigata,iraira,iraira,e,e,,,yes,,yes,
iraira,ANNOYED/IMPATIENT-1,18-Toyama,semoNdoru,semoNdoru,j,j,,verb is semomu,no,,yes,
iraira,ANNOYED/IMPATIENT-1,19-Ishikawa,iraira,iraira,e,e,,,yes,,yes,
iraira,ANNOYED/IMPATIENT-1,20-Fukui,iraira,iraira,e,e,,,yes,,yes,
iraira,ANNOYED/IMPATIENT-1,21-Yamanashi,agaku,agaku,a,a,,used in some parts of the prefecture,no,,yes,
iraira,ANNOYED/IMPATIENT-1,21-Yamanashi,iraQpara/iraQpora,iraQpara/iraQpora,e,e,,,derived,,yes,
iraira,ANNOYED/IMPATIENT-1,21-Yamanashi,iratsuku,iratsuku,e,e,,,derived,,yes,
iraira,ANNOYED/IMPATIENT-1,21-Yamanashi,mamayaku/mamaayaku,mamayaku/mamaayaku,i,i,,,no,,yes,
iraira,ANNOYED/IMPATIENT-1,21-Yamanashi,yakiyaki,yakiyaki,l,l,,,yes,,yes,
iraira,ANNOYED/IMPATIENT-1,22-Nagano,iraira,iraira,e,e,,,yes,,yes,
iraira,ANNOYED/IMPATIENT-1,23-Gifu,haNtyikutai,haNtyikutai,d,d,,,no,,yes,
iraira,ANNOYED/IMPATIENT-1,24-Shizuoka,yakiyaki/yaQkiri,yakiyaki/yaQkiri,l,l,,,yes,,yes,
iraira,ANNOYED/IMPATIENT-1,25-Aichi,iraira,iraira,e,e,,,yes,,yes,
iraira,ANNOYED/IMPATIENT-1,26-Mie,iraira,iraira,e,e,,,yes,,yes,
iraira,ANNOYED/IMPATIENT-1,26-Mie,yakiyaki,yakiyaki,l,l,,In iga city they say this,yes,,yes,
iraira,ANNOYED/IMPATIENT-1,27-Shiga,iraira,iraira,e,e,,,yes,,yes,
iraira,ANNOYED/IMPATIENT-1,28-Kyoto,iraira,iraira,e,e,,,yes,,yes,
iraira,ANNOYED/IMPATIENT-1,29-Osaka,iraira,iraira,e,e,,they also have an ideophone iiQ-to suru for being ANNOYED/IMPATIENT but it's not used in this context,yes,,yes,
iraira,ANNOYED/IMPATIENT-1,30-Hyoogo,iraaira,iraaira,e,e,,"originally this comes from ira which was a word for a spike, thorn",yes,,yes,
iraira,ANNOYED/IMPATIENT-1,31-Nara,iraira,iraira,e,e,,,yes,,yes,
iraira,ANNOYED/IMPATIENT-1,32-Wakayama,iratsu,iratsu,e,e,,,derived,,yes,
iraira,ANNOYED/IMPATIENT-1,33-Tottori,izyiizyi,izyiizyi,f,f,,,yes,,yes,
iraira,ANNOYED/IMPATIENT-1,34-Shimane,erakurasyii,erakurasyii,e,e,,,no,,yes,
iraira,ANNOYED/IMPATIENT-1,35-Okayama,iraira,iraira,e,e,,,yes,,yes,
iraira,ANNOYED/IMPATIENT-1,36-Hiroshima,iraira,iraira,e,e,,,yes,,yes,
iraira,ANNOYED/IMPATIENT-1,37-Yamaguchi,iraira,iraira,e,e,,,yes,,yes,
iraira,ANNOYED/IMPATIENT-1,38-Tokushima,iraira,iraira,e,e,,,yes,,yes,
iraira,ANNOYED/IMPATIENT-1,39-Kagawa,kyaQkya,kyaQkya,h,h,,comes from kiyakiya which refers to stomach pain,yes,,yes,
iraira,ANNOYED/IMPATIENT-1,40-Ehime,iraira,iraira,e,e,,,yes,,yes,
iraira,ANNOYED/IMPATIENT-1,41-Koochi,iraira,iraira,e,e,,,yes,,yes,
iraira,ANNOYED/IMPATIENT-1,41-Koochi,zyiNdafumu,zyiNdafumu,NA,NA,,means stamping on the ground,no,,yes,
iraira,ANNOYED/IMPATIENT-1,42-Fukuoka,iraira,iraira,e,e,,,yes,,yes,
iraira,ANNOYED/IMPATIENT-1,43-Saga,iraaira,iraaira,e,e,,,yes,,yes,
iraira,ANNOYED/IMPATIENT-1,44-Nagasaki,iraira,iraira,e,e,,,yes,,yes,
iraira,ANNOYED/IMPATIENT-1,45-Kumamoto,iratsuitoru,iratsuitoru,e,e,,,derived,,yes,
iraira,ANNOYED/IMPATIENT-1,46-Oita,hagerasyii,hagerasyii,c,c,,,no,,yes,
iraira,ANNOYED/IMPATIENT-1,47-Miyazaki,hagai,hagai,c,c,,,no,,yes,
iraira,ANNOYED/IMPATIENT-1,48-Kagoshima,hagai,hagai,c,c,,,no,,yes,
iraira,ANNOYED/IMPATIENT-1,48-Kagoshima,iraNiraN,iraNiraN,e,e,,,yes,,yes,
iraira,ANNOYED/IMPATIENT-1,49-Okinawa,tyimugusaa mityisuN,tyimugusaa mityisuN,NA,NA,,means stinking liver,no,,yes,
zyireQtai,ANNOYED/IMPATIENT-2,01-Hokkaido-coastal,bagakusai,bagakusai,b,b,,,no,,,
zyireQtai,ANNOYED/IMPATIENT-2,02-Hokkaido-inland,hagaQtarasyii/hagayasyii,hagai,f,f,,thought to be from ha-ga yui,no,,,
zyireQtai,ANNOYED/IMPATIENT-2,03-Aomori-Tsugaru,izyikurasyi,izyikurasyi,i,i,,"izyi indicates situation ike when rubbish gets in your eye and it's very unpleasant, but is extended to also mean zyireQtasa",derived,,,
zyireQtai,ANNOYED/IMPATIENT-2,04-Aomori-Nambu,zyireQtai,zyireQtai,c,c,,,no,,,
zyireQtai,ANNOYED/IMPATIENT-2,05-Iwate,kiNmayagerui,kiNmayagerui,NA,NA,,means ki-o yamu/yakimokisuru 'to fret',no,,,
zyireQtai,ANNOYED/IMPATIENT-2,06-Miyagi,zureQtee,zureQtee,c,c,,,no,,,
zyireQtai,ANNOYED/IMPATIENT-2,07-Akita,zyireQtE,zyireQtE,c,c,,,no,,,
zyireQtai,ANNOYED/IMPATIENT-2,08-Yamagata,yaNdagunaruQ,yaNdagunaruQ,o,o,,,no,,,
zyireQtai,ANNOYED/IMPATIENT-2,09-Fukushima,zyireQtee,zyireQtee,c,c,,,no,,,
zyireQtai,ANNOYED/IMPATIENT-2,10-Ibaraki,doosyiyoomonee,doosyiyoomonee,NA,NA,,,no,,,
zyireQtai,ANNOYED/IMPATIENT-2,11-Tochigi,izyiyaketyiQta,izyiyaketyiQta,i,i,,,derived,,,
zyireQtai,ANNOYED/IMPATIENT-2,12-Gunma,zyireQtee,zyireQtee,c,c,,,no,,,
zyireQtai,ANNOYED/IMPATIENT-2,13-Saitama,mukamuka suru,mukamuka,l,l,,,yes,,,
zyireQtai,ANNOYED/IMPATIENT-2,13-Saitama,yaNnaQtyaQta,yaNnaQtyaQta,o,o,,,no,,,
zyireQtai,ANNOYED/IMPATIENT-2,13-Saitama,yaQkiri/yakiyaki,yaQkiri/yakiyaki,p,p,,only used in Chichibu,yes,,,
zyireQtai,ANNOYED/IMPATIENT-2,14-Chiba,dezyireQtee,dezyireQtee,c,c,,,no,,,
zyireQtai,ANNOYED/IMPATIENT-2,15-Tokyo,zyireQtee,zyireQtee,c,c,,,no,,,
zyireQtai,ANNOYED/IMPATIENT-2,16-Kanagawa,mukatsuku,mukamuka,l,l,,,derived,,,
zyireQtai,ANNOYED/IMPATIENT-2,17-Niigata,zyireQte,zyireQte,c,c,,,no,,,
zyireQtai,ANNOYED/IMPATIENT-2,18-Toyama,hagayasyii,hagai,f,f,,,no,,,
zyireQtai,ANNOYED/IMPATIENT-2,19-Ishikawa,hagaisyii,hagai,f,f,,men say hagee,no,,,
zyireQtai,ANNOYED/IMPATIENT-2,20-Fukui,zyireQtee,zyireQtee,c,c,,,no,,,
zyireQtai,ANNOYED/IMPATIENT-2,21-Yamanashi,izyireQtee,izyireQtee,i,i,,,derived,,,
zyireQtai,ANNOYED/IMPATIENT-2,22-Nagano,kiyakiya,kiyakiya,j,j,,,yes,,,
